NAME;ARTIKUL
"Ritzel kpl. Pinion, assy. &quot;";spt220074930
Planetenrad Planet wheel;spt220084440
Doppelplanetenrad Double planet wheel;spt220114920
Umsteuerhebel Reverse lever;spt220123360
Abdeckscheibe Cover disc;spt220211170
Planetenradtrager Planet carrier;spt220214130
Zylinderbuchse Cylinder bushing;spt220441020
Lamelle Vane;spt220441050
Dichtplatte End plate;spt220441100
Dichtplatte End plate;spt220441110
Steuerbuchse Control bushing;spt220443310
Getriebedeckel Gearbox cover;spt220444090
"Second handle, assy.  &quot;";spt220446000
Fuhrungsbuchse Guide bushing;spt220453100
"Ventilgehause kpl. Valve housing, assy. &quot;";spt220453910
Umsteuerschieber Reverse valve;spt220473320
"2. Handgriff kpl. Second handle, assy. &quot;";spt220476000
Zylinderbuchse Cylinder bushing;spt220541020
Rotor Rotor;spt220801030
Vorschalldampfer Silencer;spt220801700
Distanzring Spacer ring;spt220804080
Planetenrad Planet wheel;spt220804140
Anlaufscheibe Guard plate;spt220804180
Dichtscheibe Sealing disc;spt220804190
Planetenradtrager Planet carrier;spt220804230
"Motorgehause kpl. Motor housing, assy. &quot;";spt220811910
Planetenradtrager Planet carrier;spt220814230
Doppelplanetenrad Double planet wheel;spt220824040
Distanzring Spacer ring;spt220824180
Planetenradtrager Planet carrier;spt220834230
Verlangerung Extension;spt220877930
Ventiladapter Valve adapter;spt220911130
Getriebegehause Gearbox housing;spt220914010
Lagerdeckel Bearing cover;spt220914160
Getriebewelle Gearbox shaft;spt220914170
"Abtrieb kpl. Output unit, assy. &quot;";spt220917000
"Planetenradtrager kpl. Planet carrier, assy. &quot;";spt220917920
"Abtrieb kpl. Output unit, assy. &quot;";spt220927000
Lamelle Vane;spt221011050
Ventilgehause Valve housing;spt221013210
Motorgehause Motor housing;spt221041010
Lamelle Vane;spt221041050
Dichtplatte End plate;spt221041110
Getriebegehause Gearbox housing;spt221044010
Kegelritzel Bevel gear;spt221044120
Kegelrad Bevel gear wheel;spt221044130
Handgriff Handle;spt224036920
Rotor Rotor;spt224041030
Distanzring Spacer ring;spt224041080
Dichtplatte End plate;spt224041100
Dichtplatte End plate;spt224041110
Buchse Bushing;spt224041120
Scheibe Washer;spt224041160
Zentrierdeckel Centring cover;spt224041940
Ventildrucker Valve pusher;spt224043040
Getriebegehause Gearbox housing;spt224044010
Зубчатое колесо (SDS-plus);spt224044040
Deckel Cover;spt224044090
Сальник (SDS-plus);spt224044190
Зубчатая передача для SDS-plus;spt224044400
Поршень;spt224044520
Шатун;spt224044530
Schlagkolben Impact piston;spt224044540
Kurbelwelle Crankshaft;spt224044550
Ролик (SDS-plus);spt224044570
Ролик;spt224044580
Фрикционная муфта в сборе (SDS-plus);spt224044920
Поршневой палец;spt224044960
"Handgriff kpl. Handle, assy. &quot;";spt224046400
Motorgehause mit Handgriff Motor housing with handle;spt224046910
Handgriffhalter Handle holder;spt224046950
Gewindebolzen Thread bolt;spt224046958
Endstuck End piece;spt224047010
Schieberhulse Sliding sleeve;spt224047130
Buchse Bushing;spt224047140
Abtriebsgehause Output unit housing;spt224048010
Buchse Bushing;spt224048080
Abtriebswelle Output shaft;spt224048090
Spannhulse Adapter sleeve;spt224048100
Mutter Nut;spt224048240
"Zylinder kpl. Cylinder, assy. &quot;";spt224048920
"Stellhulse kpl. Correcting sleeve, assy. &quot;";spt224048940
"Spulanschluss kpl. Cooling pipe, assy. &quot;";spt224049200
Dichtplatte End plate;spt224051100
"Dichtplatte kpl. End plate, assy. &quot;";spt224051930
Antriebswelle Drive shaft;spt224061050
"Gehause kpl. Housing, assy. &quot;";spt224061910
"Zentrierdeckel kpl. Centring cover, assy. &quot;";spt224061940
Шайба;spt224064150
Вал шестерня;spt224064170
Verbindungslasche Joint;spt224066040
"2. Handgriff kpl. Second handle, assy. &quot;";spt224066900
"Haltestuck kpl.. Bracket, assy. &quot;";spt224066960
Комплект РВД с БРС для перфоратора гидравлического;spt224069010
Диск;spt224074150
Вал шестерни;spt224074170
Anlaufscheibe Guard plate;spt224074180
Обод шестерни;spt224074220
Шестерня;spt224074370
"Antriebsgehause kpl. Drive housing, assy. &quot;";spt224074910
Handgriff Handle;spt224086310
Haltestuck Bracket;spt224086330
"Zweiter Handgriff kpl. Second handle, assy. &quot;";spt224086900
"Haltestuck kpl. Bracket, assy. &quot;";spt224086960
Schieberhulse Sliding sleeve;spt224087130
Rotor Rotor;spt224141030
Прокладка;spt224141120
Уплотнение 224141160 (SDS-MAX);spt224141160
"Motorgehause kpl. Motor housing, assy. &quot;";spt224141910
Ritzel Pinion;spt224144170
Пластиковая направляющая;spt224144380
Цилиндрическая зубчатая передача;spt224144440
Nadelhalter Needle holder;spt224144470
Pleuel Connecting rod;spt224144530
Коленчатый вал;spt224144550
Kegelritzel Bevel gear;spt224144630
Ролик игольчатый;spt224144680
Металлическое уплотнение;spt224146160
Zweithammer Second hammer;spt224154540
Werkzeugaufnahme Tool holder;spt224154650
Getriebegehausedeckel Gearbox housing cover;spt224164090
Перфоратор пневматический (ударная дрель), патрон SDS-Max, диам по бетону до 32мм;spt224170010
Центрирующая втулка;spt224174370
Kegelrad Bevel gear wheel;spt224174640
Anschlussring Connecting ring;spt224174690
Вал выходной;spt224174730
Kegeltrieb Bevel gear;spt224174950
Вал шестерни;spt224184170
Fuhrungsrohr Guide tube;spt224184700
Kappe Cap;spt224184720
Werkzeugaufnahme Tool holder;spt224184740
Zylinderbuchse Cylinder bushing;spt225021020
Rotor Rotor;spt225021030
Lamelle Vane;spt225021050
Deckel oben Cover top part;spt225021120
Zwischendeckel Intermediate cover;spt225021130
Dichtung Sealing;spt225021150
"Motorgehausedeckel kpl. Motor housing cover, assy. &quot;";spt225021910
Rotorwelle Rotor shaft;spt225021930
Traversenbolzen Cross bar bolt;spt225024050
Lagerring Bearing ring;spt225024060
Zwischenring Intermediate ring;spt225027100
Пневматическая дрель с продвигаемым шпинделем, зажим МТ3, управл.вращ.,макс.диам.32мм;spt225060030
Distanzring Spacer ring;spt225061080
Verschlussdeckel Cover lid;spt225064100
Arretierbolzen Arresting bolt;spt226053380
Fuhrungsbuchse Guide bushing;spt226056330
Zahnkranz Gear rim;spt228014020
Zahnkranz Gear rim;spt228014220
Stirnrad Spur gear;spt228014240
Lagergehause Bearing housing;spt228017010
Шестерня;spt388374360
Zylinderbuchse Cylinder bushing;spt510031020
Distanzring Spacer ring;spt510031080
Distanzring Spacer ring;spt510031090
Dichtplatte End plate;spt510031100
Dichtplatte End plate;spt510031110
Distanzring Spacer ring;spt510031120
"Motorgehause kpl. Motor housing, assy. &quot;";spt510031910
Exzenterstuck f. Olpumpe Eccentric piece for oilpump;spt510035030
Tankdeckel Tank cover;spt510035050
Плунжер насоса;spt510035080
"Hohlschraube kpl. Hollow screw, assy. &quot;";spt510035090
Hohlschraube Hollow screw;spt510035110
Befestigungsschelle Mounting bracket;spt510035120
"Pumpenoberteil kpl. Pump top part, assy. &quot;";spt510035920
"Ventil kpl. Valve, assy. &quot;";spt510035930
Distanzring Spacer ring;spt510036020
Fuhrungsleiste Guide strip;spt510037050
Anlaufscheibe Guard plate;spt510037060
Kettenrad Chain wheel;spt510037070
Unterlegscheibe Washer;spt510037080
Kettenradschutz Chain wheel guard;spt510037090
Anschlagleiste Stop bar;spt510037100
"Motorgehause kpl. Motor housing, assy. &quot;";spt510051910
"Handschutz kpl. Hand protection, assy. &quot;";spt510056920
Шина для пилы 43 см;spt510057120
Sageschwert;spt510057140
Ventilhebel Valve lever;spt510063030
Sperrhebel Locking lever;spt510063040
Ring-Schlauchnippel Ring hose nipple;spt510065100
Einstellschraube Adjusting screw;spt510065130
Верхняя часть насоса;spt510065920
"Bugelgriff kpl. Bow handle, assy. &quot;";spt510066910
Kettenradschutz Chain wheel guard;spt510067090
Kettenfangbolzen Chain catch bolt;spt510067130
Kettenschutz Chain guard;spt510067210
"Kettenschutz klappbar kpl. Chain guard foldable, assy. &quot;";spt510069910
Lamelle Vane;spt510071050
"Rotor kpl. Rotor, assy. &quot;";spt510071920
"Handgriff kpl. Handle, assy. &quot;";spt510076000
"Connection joint VS 26 2,00&quot;";spt510079100
Kettenradschutz Chain wheel guard;spt510079830
Цепь 43см;spt510079930
"Nachrustsatz kpl. Upgrade kit, assy. &quot;";spt510079950
Zylinderbuchse Cylinder bushing;spt510201020
Dichtscheibe Sealing disc;spt510201180
Dichtung Sealing;spt510201190
Bremsscheibe Brake disc;spt510201220
Bremsband Brake band;spt510201320
Motorgehausedeckel Motor housing cover;spt510201650
Dichtrohr Sealing pipe;spt510203140
Ventileinsatz Valve insert;spt510203150
Ring Ring;spt510204380
Gewindebolzen Thread bolt;spt510205530
Verstarkungsstopfen Plug;spt510206520
Federhaltebolzen Spring retainer pin;spt510207030
Gewindebolzen Thread bolt;spt510207040
Fuhrungsleiste Guide strip;spt510207050
Wippe Compensator;spt510207100
Kettenfangbolzen Chain catch bolt;spt510207130
Bandspanner Band tightener;spt510207150
Zackenleiste Spike bar;spt510207170
Abdeckung Cover;spt510207640
Anschlagblech Stop sheet;spt510207910
"Kettenschutz kpl. Chain guard, assy. &quot;";spt510209910
Handschutz Hand protection;spt510216800
Kettenrad Chain wheel;spt510217070
Kettensagenabdeckung Chain saw cover;spt510217310
Bugelhandgriff Bow handle;spt510226500
Verstarkungsbolzen Bolt;spt510226506
Rohrbogen I Pipe bow I;spt510226509
Dichtung Sealing;spt510231190
Motorgehausedeckel Motor housing cover;spt510231650
"Rotor kpl. Rotor, assy. &quot;";spt510231930
"Motorgehause kpl. Motor housing, assy. &quot;";spt510231940
Pumpen-Unterteil Pump bottom part;spt510235210
Gewindebolzen Thread bolt;spt510235530
Sperrklinke Safety catch;spt510236040
Ventilhandgriff Valve handle;spt510236210
"Ventilhandgriff kpl. Valve handle, assy. &quot;";spt510236500
Kettensagenabdeckung Chain saw cover;spt510237310
Abdeckung Cover;spt510237640
Пневматическая цепная пила, ATEX зона II - II2GcT5, 430мм;spt510260010
Пневматическая цепная пила, ATEX II2GcT5, с водоподачей, 430мм;spt510270010
Пневматическая цепная пила, ATEX II2GcT5 для подводных работ, 430мм;spt510280010
Пневматическая цепная пила, ATEX зона I - IM2cT5, 430мм;spt510290010
Пневматическая дисковая пила, до 230мм диам., ATEX - II2GcT5;spt511150010
Distanzring Spacer ring;spt512011080
Druckplatte Pressure plate;spt512017060
Sperrvorrichtung Locking device;spt512017920
"Lasche kpl. Butt strap, assy. &quot;";spt512019100
Abstandshulse Spacing sleeve;spt512019110
Zwischenring Intermediate ring;spt512019120
Zwischenhulse Intermediate sleeve;spt512019130
Kugeldruckring Ball pressure ring;spt512019170
Exzenterbuchse Eccentric bushing;spt512019210
Fuhrungsrolle Guide roller;spt512019220
Fuhrungsrolle Guide roller;spt512019230
Rotor Rotor;spt512021030
Distanzring Spacer ring;spt512021080
Dichtplatte End plate;spt512021100
Dichtplatte End plate;spt512021110
Drehhulse Rotary sleeve;spt512021120
Dichtscheibe Sealing disc;spt512021130
Drehhulse Rotary sleeve;spt512021140
"Motorgehause kpl. Motor housing, assy. &quot;";spt512021910
"Motorgehause kpl. Motor housing, assy. &quot;";spt512021920
"Dichtplatte kpl. End plate, assy. &quot;";spt512021930
Zahnkranz Gear rim;spt512024020
Planetenradtrager Planet carrier;spt512024030
Planetenrad Planet wheel;spt512024040
Lagerbolzen Bearing bolt;spt512024050
Getriebedeckel Gearbox cover;spt512024090
Ausgleichring Compensating ring;spt512024140
Ausgleichring Compensating ring;spt512024150
Kurbelwelle Crankshaft;spt512024160
Bolzen Bolt;spt512024170
Sperrbolzen Locking bolt;spt512024200
Hulse Sleeve;spt512024230
Stellring Set collar;spt512024250
Schubstange Connecting rod;spt512024260
Kulisse Motion link;spt512024270
Gewindestift Threaded pin;spt512024280
Ausgleichring Compensating ring;spt512024340
Ausgleichring Compensating ring;spt512024350
Scheibe Washer;spt512024490
"Kegeltrieb kpl. Bevel gear, assy. &quot;";spt512024920
"Kurbelwelle kpl. Crankshaft, assy. &quot;";spt512024930
"Getriebedeckel kpl. Gearbox cover, assy. &quot;";spt512024940
Schubstange Connecting rod;spt512024950
"Handgriff kpl. Handle, assy. &quot;";spt512026000
Kurbelgriff Crank handle;spt512026010
Handgriff-Bugel Handle bow;spt512026020
Lagerbolzen Bearing bolt;spt512028100
Spannvorrichtung Clamp for pipes;spt512028940
Spannvorrichtung fur Profile Clamp for sections;spt512028970
Lagerbolzen Bearing bolt;spt512029190
Gabel Yoke;spt512029830
Spannvorrichtung ohne Bugel Clamp without bow;spt512029950
"Regler kpl. Governor, assy. &quot;";spt512042000
Reglerkorb Governor basket;spt512042060
Stellring Set collar;spt512042090
"Getriebegehause kpl. Gearbox housing, assy. &quot;";spt512054910
Getriebegehausedeckel Gearbox housing cover;spt512064090
Lagerbuchse Bearing bushing;spt512064098
Gleitlager Sliding bearing;spt512064300
"Getriebedeckel kpl. Gearbox cover, assy. &quot;";spt512064950
Lagerbolzen Bearing bolt;spt512069200
Motorgehause Motor housing;spt512071010
Drehhulse Rotary sleeve;spt512071120
"Reglergehause kpl. Governor housing, assy. &quot;";spt512072910
Lagerbolzen Bearing bolt;spt512078100
Mutter Nut;spt512078120
Рукоятка;spt512078140
"Griff kpl. Handle, assy. &quot;";spt512078920
Принадлежности для резки труб с помощью возвр-поступ пилы (диам. до 530мм);spt512078930
Spannbugel Bracket;spt512079040
Zugbolzen Bolt;spt512079080
Einsatz fur Fuhrungsrollen Insert for guide rollers;spt512079840
Зажим для труб диаметром до 150мм;spt512079910
Spannvorrichtung fur Profile Clamp for sections;spt512079940
Fuhrungsbugel Bow guide;spt512079990
"Getriebegehause kpl. Gearbox housing, assy. &quot;";spt512084910
Spannvorrichtung mit autom. Vorschub Clamp with autom. feed device;spt512089940
"Ohr kpl. Ear, assy. &quot;";spt512089945
Bolzen Bolt;spt512089952
Verteiler Distributor;spt512089960
Spannvorrichtung mit autom. Vorschub Clamp with autom. feed device;spt512089970
Spannvorrichtung mit autom. Vorschub Clamp with autom. feed device;spt512089990
Rotor Rotor;spt512121030
"Motor kpl. Motor, assy. &quot;";spt512121900
Reglergehause Governor housing;spt512122010
"Reglergehause kpl. Governor housing, assy. &quot;";spt512122920
Transportkoffer Carrying case;spt512129000
Motor fur Stichsage Motor for reciprocating saw;spt512131000
Lagerplatte Bearing plate;spt512134220
Magnetspannvorrichtung Magnetic clamping device;spt512139000
Магнитный зажим;spt512139500
Spannvorrichtung Double- screw clamp;spt512149000
Halterung fur Leiterplatte Holder for circuit board;spt512151160
Griffklappen Handle flap;spt512156010
Anschlussleitung;spt512159010
Kabelfuhrungsmuffe Cable exit bushing;spt512159020
"Taschenburstenhalter kpl. Pocket brush holder, assy. &quot;";spt512159090
Motorgehause Motor housing;spt512161010
Rotor Rotor;spt512161030
Lamelle Vane;spt512161050
Motordeckel Motor cover;spt512161120
Dampferrohr Silencer tube;spt512161710
Sperrschieber Locking slide;spt512163150
Druckhulse Pressure sleeve;spt512163160
Fuhrungshulse Guide sleeve;spt512163170
Schraubknopf Screw button;spt512163180
Getriebeteil;spt512164010
Ritzel Pinion;spt512164170
Gleitrolle Slide roller;spt512164180
Hubstange Lift rod;spt512164260
Blende Gate;spt512164310
Dichtung Sealing;spt512164320
Hulse Sleeve;spt512164380
Rollenhalter kpl. Roller holder;spt512164410
Au?enring External ring;spt512164480
Getriebeteil;spt512164920
"Kegelrad kpl. Bevel gear wheel, assy. &quot;";spt512164930
"Handgriff kpl. Handle, assy. &quot;";spt512166000
Handgriff Handle;spt512166910
Druckstuck Pressure piece;spt512167060
Stutzschuh Supporting shoe;spt512167070
"Sageblattdruckstuck kpl. Saw blade pressure piece, assy &quot;";spt512167920
Schutzmantel Protective cladding;spt512169010
Зажим для профилей прямоугольного сечения до 100 мм;spt512179500
Набор для улучшения скорости резки пилы;spt512179990
Dampferrohr Silencer tube;spt512181710
Ventildrucker Valve pusher;spt512183040
Getriebeteil II Gearbox part II;spt512184010
Dichtung Sealing;spt512184190
Handgriff Handle;spt512186910
Drehhulse Rotary sleeve;spt512203020
"Blende D=3,1 Gate D=3,1 &quot;";spt512203040
"Blende D=4,0 Gate D= &quot;";spt512203050
Druckstange Pressure rod;spt512203060
"Sicherheitsventil kpl. Safety valve, assy. &quot;";spt512203200
Hebelventil Lever valve;spt512203510
"Endstuck kpl. End piece, assy. &quot;";spt512203530
Druckstift Pressure pin;spt512203550
Arm Lever;spt512203560
Drehventil mit Stromregler Twist valve with current contr;spt512203900
Гидравлическая возвр-поступ пила (Za);spt512220010
Гидравлическая возвр-поступ пила (Za);spt512230010
Distanzring Spacer ring;spt514011080
Schalldampfer Silencer;spt530011730
Schalldampfer Silencer;spt530011760
Zylinderbuchse Cylinder bushing;spt550101020
Lamelle Vane;spt550101050
Distanzring Spacer ring;spt550101080
Металлическая пластина;spt550101090
Металлическая пластина;spt550101100
Dichtplatte End plate;spt550101110
Anschlussstuck Connection;spt550103450
"Ventilhebel kpl. Valve lever, assy. &quot;";spt550103930
Rotor Rotor;spt560031030
Dichtplatte End plate;spt560031100
Motorgehausedeckel Motor housing cover;spt560031130
Motordeckel Motor cover;spt560031150
Druckkappe Pressure cap;spt560031180
"Motorgehause kpl. Motor housing, assy. &quot;";spt560031910
Ventildrucker Valve pusher;spt560033040
Zwischenrad Intermediate wheel;spt560034040
Handgriff Handle;spt560036010
Dichtung Sealing;spt560036060
2. Handgriff Second handle;spt560036900
"Gehause kpl. Housing, assy. &quot;";spt560037010
Spannhebel Tensioning lever;spt560037020
Stellbolzen Correcting bolt;spt560037030
Bugel Bow;spt560037040
Laufreifen Pulley tyre;spt560037050
Spannbuchse Clamping bushing;spt560037060
Hulse Sleeve;spt560037080
Abstandhalter Spacing block;spt560037100
Fuhrungsschiene Guide bar;spt560037110
Fuhrungshalter Guide holder;spt560037120
Kette Chain;spt560037140
Kettenrad Chain wheel;spt560037150
Anschlag Stop;spt560037160
Mutter Nut;spt560037170
Stift Pin;spt560037180
Fuhrungseinheit Guide unit;spt560037910
"Scheibe kpl. Plate, assy. &quot;";spt560037940
Bugel Bow;spt560039010
Halterung mit Bolzen Holder with bolt;spt560039020
Klemmschraube Clamp screw;spt560039030
Rotor Rotor;spt560051030
Druckscheibe Pressure disc;spt560051280
Druckring Pressure ring;spt560051380
Stellbolzen Correction bolt;spt560104360
Lagerbolzen Bearing bolt;spt560104470
Ventildrucker Valve pusher;spt560113040
Sperrschieber Locking slide;spt560113150
Druckhulse Pressure sleeve;spt560113160
Fuhrungshulse Guide sleeve;spt560113170
Handgriff Handle;spt560116010
Sterngriff Handle;spt560116210
Laufrolle Idle pulley;spt560117080
Schutzblech Guard plate;spt560119310
Bandsagegenhause Band saw housing;spt560124010
"Bandsagengehause kpl. Band saw housing, assy. &quot;";spt560124910
"Deckel kpl. Cover, assy. &quot;";spt560127910
Fuhrungseinheit I Guide unit I;spt560127960
Gewindestift Threaded pin;spt560128410
Motorgehause Motor housing;spt560131010
Handgriff Handle;spt560136010
Zylinderbuchse Cylinder bushing;spt560301020
Rotor Rotor;spt560301030
Dichtplatte End plate;spt560301100
"Dichtplatte kpl. End plate, assy. &quot;";spt560301940
Getriebe Gearbox;spt560304000
Zahnkranz Gear rim;spt560304020
Planetenrad Planet wheel;spt560304040
Getrieberitzel Gear pinon;spt560304170
Lagerring Bearing ring;spt560304580
"Planetenradtrager kpl. Planet carrier, assy. &quot;";spt560304830
Kegelgriff Tapered grip;spt560306210
Bandsagenrahmen;spt560307000
Scharnierblech Hinge plate;spt560307080
Verkleidung Cover;spt560307120
Verkleidung Cover;spt560307230
Hulse Sleeve;spt560307280
"Spannscheibe kpl. Spring washer, assy. &quot;";spt560307930
Fuhrungseinheit I Guide unit I;spt560307980
Fuhrungseinheit II Guide unit II;spt560307990
Laufreifen Pulley tyre;spt560308050
Laufrad Drive pulley;spt560308080
Abstandhalter Spacing block;spt560308100
"Laufrad kpl Drive pulley, assy. &quot;";spt560308180
Stellbolzen Correcting bolt;spt560308360
Gewindebolzen Thread bolt;spt560308410
Lagerring Bearing ring;spt560308580
Spannring Tension ring;spt560311140
Ventilsitz Valve seat;spt560311570
Verschlussschraube Locking screw;spt560311580
Stiftfuhrung Pin guide;spt560311590
Bandsagenrahmen;spt560317000
Verkleidung Cover;spt560317120
Verkleidung Cover;spt560317230
Fuhrungseinheit I Guide unit I;spt560317980
Fuhrungseinheit II Guide unit II;spt560317990
Bandsagenkopf;spt560318000
Laufreifen Pulley tyre;spt560318050
Laufrad;spt560318080
Abstandhalter Spacing block;spt560318100
Fuhrungshalter Guide holder;spt560318130
Laufrad kpl.;spt560318180
Spannvorrichtung fur Rohre Clamp for pipes;spt560319400
"Halter kpl. Holder, assy. &quot;";spt560319600
"Bugel kpl. fur Rohre Bow, assy., for pipes &quot;";spt560319700
Ritzel Pinion;spt560324370
"Planetenradtrager kpl. Planet carrier, assy. &quot;";spt560324920
Bugelhandgriff Bow handle;spt560326010
Bandsagenrahmen;spt560327000
Fuhrungsschiene Guide bar;spt560327110
Bandsagenkopf;spt560328000
Spannvorrichtung;spt560329500
"Ventileinsatz Valve insert, assy. &quot;";spt560366500
Motorgehause mit Handgriff Motor housing with handle;spt560371010
Umbau-Kit Retrofit kit;spt560409000
Anlaufscheibe Guard plate;spt560421070
Zylinderbuchse Cylinder bushing;spt560501020
Motorgehause Motor housing;spt560511010
Spannring Tension ring;spt560511160
"Гидравлическая ленточная пила 7х9&quot;";spt560540010
Bandsagenrahmen Band saw frame;spt560547000
Zylinderbuchse Cylinder bushing;spt560571020
Rotor Rotor;spt560571030
Lamelle Vane;spt560571050
Dichtplatte End plate;spt560571100
Dichtplatte End plate;spt560571110
Druchscheibe Pressure disc;spt560571280
"Motorgehause kpl. Motor housing, assy. &quot;";spt560571910
"Dichtplatte kpl. End plate, assy. &quot;";spt560571930
"Dichtplatte kpl. End plate, assy. &quot;";spt560571940
Abtriebswelle Output shaft;spt560577020
Пневм. ленточная пила 7х9, нерж.,  диам до 180мм, прямоуг. 180х240, 16кг;spt560620010
Bandsagengrundgerat;spt560628500
"Гидравлическая ленточная пила 4х7&quot;";spt560640010
Электр. ленточная пила 7х9, нерж.,  диам до 180мм, прямоуг. 180х240, 14.7кг;spt560790020
Lamelle Vane;spt561011050
Distanzring Spacer ring;spt561011080
Dichtplatte End plate;spt561011100
Spannsegment;spt580016830
Spindelmutter;spt580016850
Spindelmutter;spt580016860
Kettenglied Chain unit;spt580018750
Rotor Rotor;spt580021030
"Schwenkanschluss kpl. Swivel connector, assy. &quot;";spt580023200
Schwenkanschlussgehause Swivel connector housing;spt580023210
Schaltteil Switch part;spt580023240
Hebel Lever;spt580023260
Zwischenring Intermediate ring;spt580024080
Exzenterscheibe Eccentric disc;spt580024200
Kupplung Coupling;spt580024540
Spannschloss Tightener;spt580026800
Distanzscheibe Spacer disc;spt580028040
Fuhrungswagen;spt580028090
Fuhrungswagen;spt580028100
Haken Hook;spt580028170
Fuhrungskette Guide chain;spt580028760
Fuhrungskette Guide chain;spt580028780
Fuhrungskette fur DN;spt580028790
Stahltransportkiste Steel transport box;spt580029300
Adapter fur Trennscheibe Adapter for cut- off wheel;spt580038050
Klemmscheibe Clamp disc;spt580038070
Wagen Carriage;spt580038120
Radbolzen Wheel bolt;spt580038130
Rad Wheel;spt580038150
Rad II Wheel II;spt580038160
Abdeckhaube + Wasseranschluss Cover hood + water connection;spt580038500
Wasseranschluss Water connection;spt580038590
Rohr lang Pipe long;spt580038600
Rohr kurz Pipe short;spt580038610
Verstelleinrichtung Adjustment device;spt580038800
Bolzen Bolt;spt580038830
Adapter Adapter;spt580039700
Hebelventil mit Oler Lever valve with oiler;spt610143000
Ritzel Pinion;spt610144170
Schneckengetriebegehause Worm gear housing;spt610144210
Schneckenradsatz Worm wheel set;spt610144940
"Abtrieb kpl. Output unit, assy. &quot;";spt610147000
Kupplung Coupling;spt610147030
Abtriebsvierkant;spt610157030
Planetenrad Planet wheel;spt610174040
Vierkanthulse Square sleeve;spt610174250
"Schneckenrad kpl. Worm wheel, assy. &quot;";spt610174970
"Abtrieb kpl. Output unit, assy. &quot;";spt610177000
Antriebsvierkant kpl.;spt610177940
Antriebsvierkant kpl.;spt610187940
Zylinderbuchse Cylinder bushing;spt610341020
Rotor Rotor;spt610341030
Lamelle Vane;spt610341050
Dichtplatte End plate;spt610341100
Dichtplatte End plate;spt610341110
Dichtung Sealing;spt610341160
Dampferscheibe Silencer disc;spt610341740
Schalldampfer Silencer;spt610341770
"Motorgehause kpl. Motor housing, assy. &quot;";spt610341910
Luftregler Regulator;spt610342050
Ventildrucker Valve pusher;spt610343040
Steuerbuchse Control bushing;spt610343050
Ventilkolben Valve piston;spt610343060
Ventilhulse Valve sleeve;spt610343080
"Anschlussstuck kpl. m. Sieb Connection with screen, assy. &quot;";spt610343090
Ventileinsatz Valve insert;spt610343100
Drucker Pusher;spt610343140
Umsteuerschieber Reverse valve;spt610343320
Schlagwerkgehause Impact mechanism housing;spt610344510
Amboss;spt610344520
Hammer Hammer;spt610344540
Bolzen Bolt;spt610344550
Fuhrungsbuchse Guide bushing;spt610344570
Traverse Cross bar;spt610344600
Gehausedichtung Housing sealing;spt610344640
Scheibe Washer;spt610344660
Fuhrungsring Guide ring;spt610344670
Motorgehause Motor housing;spt610351010
Zylinderbuchse Cylinder bushing;spt610351020
Rotor Rotor;spt610351030
Lamelle Vane;spt610351050
Trigger Trigger;spt610503040
Gewindebuchse Threaded bushing;spt613035030
Zylinderbuchse Cylinder bushing;spt613081020
Lamelle Vane;spt613081050
Dichtplatte End plate;spt613081100
Dichtplatte End plate;spt613081110
Dichtung Sealing;spt613081140
Drucktaste Push button;spt613083040
Ventilbuchse Valve bushing;spt613083050
Ventilstift Valve pin;spt613083060
Ventil Valve;spt613083080
Amboss;spt613084520
Hammer Hammer;spt613084540
Zentrierwelle Centring shaft;spt613084550
Fuhrungsbuchse Guide bushing;spt613084570
Fuhrungsscheibe Guide disc;spt613084580
Stift Pin;spt613084590
Dichtung Sealing;spt613084610
Sprengring Circlip;spt613084620
Walze Drum;spt613084630
Kupplung Coupling;spt613084730
Scheibe Washer;spt613084750
Nocken Cam;spt613084760
Amboss;spt613084960
Amboss;spt613094520
Sprengring Circlip;spt613094620
Amboss;spt613094960
Lamelle Vane;spt613111050
Dichtplatte End plate;spt613111100
Dichtplatte End plate;spt613111110
Dichtung Sealing;spt613111120
Deflektor Cover plate;spt613111140
Haltering Holding ring;spt613111160
Betriebsdrucker Operating pusher;spt613113040
Ventilsto?el Valve lifter;spt613113080
Mengenregler Regulator;spt613113300
Ventil Valve;spt613113310
Ventilkugel Ball;spt613113330
Kugelfuhrungshulse Ball guide sleeve;spt613115520
Hammerkafig Hammer cage;spt613115540
Nockensteuerhulse Cam control sleeve;spt613115570
Schlagstift Pin;spt613115590
Spindel Spindle;spt613117020
Dichtung Sealing;spt613131140
Motordeckel Motor cover;spt613131150
Ventilstift Valve pin;spt613133060
Schlagwerkgehause Impact mechanism housing;spt613134510
"Schlagwerkgehause kpl. Impact mechanism housing, assy &quot;";spt613134940
Zylinderbuchse Cylinder bushing;spt613151020
Rotor Rotor;spt613151030
Lamelle Vane;spt613151050
Dichtplatte End plate;spt613151100
Dichtplatte End plate;spt613151110
Motorgehausedeckel Motor housing cover;spt613151120
"Motorgehause kpl. Motor housing, assy. &quot;";spt613151910
Ventildrucker Valve pusher;spt613153040
Umsteuerbuchse Bushing;spt613153310
Haltestift Holding pin;spt613153430
"Umsteuerschieber kpl. Reverse valve, assy. &quot;";spt613153920
Schlagwerkgehause Impact mechanism housing;spt613154510
Amboss;spt613154520
Hammer Hammer;spt613154540
Steuerwelle Distribution shaft;spt613154550
