ID;Название;Технические характеристики;Преимущества;Видео;Характеристики;Web-анонс;Web-название;Web-название для торгового предложения;Web-описание;Артикул;Бренд;Картинки;Марка/Серия;Срок годности;Страна происхождения;Цвет;Шт/уп
3791;Codesoft;;;;;;;;;;Brady;;;;;;
3792;LabelMark;"&lt;h4&gt;Функции версий CODESOFT&lt;/h4&gt;
&lt;table class=&quot;table table-bordered&quot;&gt;
&lt;thead&gt;
&lt;tr&gt;&lt;th&gt; &lt;/th&gt;&lt;th&gt;BASIC&lt;/th&gt;&lt;th&gt;LITE&lt;/th&gt;&lt;th&gt;PRO&lt;/th&gt;&lt;th&gt;ENTRPRISE RFID&lt;/th&gt;&lt;/tr&gt;
&lt;/thead&gt;
&lt;tbody&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;UNICODE&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Многоуровневая отмена действий&lt;/td&gt;
&lt;td&gt;1&lt;/td&gt;
&lt;td&gt;40&lt;/td&gt;
&lt;td&gt;40&lt;/td&gt;
&lt;td&gt;40&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Автосохранение документа&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Блокирование/Разблокирование объектов&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Экспорт этикеток виде графического объекта&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Импорт ULD файла&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Импорт с ftp&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Скрытые (непечатаемые) объекты&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Мультиязыковая поддержка (24 языка)&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Упорядочивание объектов&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;WYSIWIG-редактор этикетки&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Встроенные приложения в интерфейсе (Новая этикетка, GS1, HIBC, DB, и так далее)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Создание этикетки в режиме Drag-and-drop (&lt;em&gt;перетаскивание мышью&lt;/em&gt;)&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Мультитабличный просмотр этикетки&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Печать Log-файла (название этикетки, принтера, пользователя, и так далее)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Модификатор кода принтера (Job Modifier)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Администратор прав доступа пользователя (User Manager)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Приложение для передачи данных с серийных устройств (COMet)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Версия Print-only (Только печать)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;THT принтер&lt;/td&gt;
&lt;td&gt;Все&lt;/td&gt;
&lt;td&gt;Все&lt;/td&gt;
&lt;td&gt;Все&lt;/td&gt;
&lt;td&gt;Все&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Кол-во установленных принтеров&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;td&gt;1&lt;/td&gt;
&lt;td&gt;1/три&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Количество инсталляций драйверов&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;td&gt;Неограниченно&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Принтер Windows®&lt;/td&gt;
&lt;td&gt;По умолчаниию&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;По умолчаниию&lt;/td&gt;
&lt;td&gt;Все&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Конвертер кода принтера&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;TCP/IP&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Загрузчик шрифтов&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Замена и подстановка шрифтов &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Предпросмотр печати&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Управление радиочастотными бирками&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Опция «Уместить в рамку»&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Поворот текста&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Опция переноса текста&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Rich Text Field (создание полей со «сложным» текстом)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;TextArt (Приложение для стилевого изменения текста)&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;ListField (Поле источника данных для заполнения списка)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;OCX файлы&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Приложение для подключения баз данных&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Database Manager (Менеджер баз данных для группировки параметров печати)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Работа с OLE DB / ODBC / ASCII&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Одновременный доступ к нескольким таблицам&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Фильтрация в таблицах&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Режим SQL/создание запросов (для продвинутых пользователей)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Запрос на создание/редактирование&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Запрос на сохранение&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Просмотр сетки / печати&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Выбор значений из списка (Pick List)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Различные графические рисунки&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Общие переменные для множества этикеток&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Контроль отображения различных данных (Output Mask)&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Счетчики с расширенными возможностями (со ссылками, общие, круговые)&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Аккумуляция данных&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;tr align=&quot;center&quot;&gt;
&lt;td align=&quot;left&quot;&gt;Комбинирование данных или мультипликация полей в объекте&lt;/td&gt;
&lt;td&gt; &lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;td&gt;•&lt;/td&gt;
&lt;/tr&gt;
&lt;/tbody&gt;
&lt;/table&gt;";"&lt;table class=&quot;table table-bordered&quot;&gt;
&lt;tbody&gt;
&lt;tr&gt;&lt;th&gt;brd361187-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Lite LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361187-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Lite USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361188-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Pro 1 THT, LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361188-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Pro 1 THT, USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361189-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Pro 3 THT, LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361189-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Pro 3 THT, USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361190-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Enterprise RFID, LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361190-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Enterprise RFID, USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361191-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Network RFID 1US, LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361191-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Network RFID 1US, USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361192-PAR-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Network RFID 5US, LPT, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;&lt;th&gt;brd361192-USB-1YR-GB&lt;/th&gt;
&lt;td&gt;Codesoft 9 GB Network RFID 5US, USB, программное обеспечение&lt;/td&gt;
&lt;/tr&gt;
&lt;/tbody&gt;
&lt;/table&gt;
&lt;p&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;Условные обозначения&lt;/span&gt;:&lt;br /&gt; &lt;em&gt;LITE&lt;/em&gt; – начальные возможности ПО&lt;br /&gt; &lt;em&gt;Pro&lt;/em&gt; – расширенные возможности ПО&lt;br /&gt; &lt;em&gt;Enterprise&lt;/em&gt; – высокопроизводительное профессиональное ПО&lt;br /&gt; &lt;em&gt;LPT&lt;/em&gt; – ключ&lt;br /&gt; &lt;em&gt;USB&lt;/em&gt; –ключ&lt;br /&gt; &lt;em&gt;1 THT&lt;/em&gt; – лицензия на 1 принтер&lt;br /&gt; &lt;em&gt;3 THT&lt;/em&gt; – лицензия на 3 принтера&lt;br /&gt; &lt;em&gt;RFID&lt;/em&gt; – возможность программирования радиочастотных меток&lt;br /&gt; &lt;em&gt;Network&lt;/em&gt; – сетевая версия&lt;br /&gt; &lt;em&gt;1 US&lt;/em&gt; – ключ на одного пользователя&lt;br /&gt; &lt;em&gt;5 US&lt;/em&gt; – ключ на 5 пользователей&lt;/p&gt;";;;;;;;;Brady;;;;;;
3793;MarkWare;"&lt;table class=&quot;table table-bordered&quot;&gt;
&lt;tbody&gt;
&lt;tr class=&quot;C_ff9999&quot;&gt;&lt;th&gt;Артикул&lt;/th&gt;&lt;th&gt;Описание&lt;/th&gt;&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;brd622242&lt;/td&gt;
&lt;td&gt;ПО для создания этикеток версии Labelmark v5 Std&lt;/td&gt;
&lt;/tr&gt;
&lt;tr class=&quot;C_c7dff3&quot;&gt;
&lt;td&gt;brd622243&lt;/td&gt;
&lt;td&gt;ПО для создания этикеток версии Labelmark v5 Pro&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;brd622244&lt;/td&gt;
&lt;td&gt;ПО для создания этикеток (обновление для Labelmark v5 Std до Labelmark v5 Pro)&lt;/td&gt;
&lt;/tr&gt;
&lt;tr class=&quot;C_c7dff3&quot;&gt;
&lt;td&gt;brd622245&lt;/td&gt;
&lt;td&gt;ПО для создания этикеток (обновление для Labelmark v3/4, Identilab до Labelmark v5 Std)&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;
&lt;td class=&quot;line_&quot;&gt;brd622246&lt;/td&gt;
&lt;td class=&quot;line_&quot;&gt;ПО для создания этикеток (обновление для Labelmark v3/4, Identilab до Labelmark v5 Pro)&lt;/td&gt;
&lt;/tr&gt;
&lt;/tbody&gt;
&lt;/table&gt;";;;;;;;;;Brady;;;;;;
3817;Полиимид B-426 - заменен на В-724;;;;;;;;;;Brady;;;;;;
3841;Полиэстер B-484;;;;;;;;;;Brady;;;;;;
3843;B-423;"&lt;p&gt;Артикул rol90501&lt;br /&gt;UNIROLLER 600 - накладки на боковины катушек с кабелем&lt;br /&gt;&lt;br /&gt;&lt;strong&gt;Специальные накладки на поврежденные боковины кабельных катушек&lt;/strong&gt;&lt;br /&gt;&lt;img src=&quot;/images/electro/images/uniroller-600_app.jpg&quot; hspace=&quot;10&quot; width=&quot;300&quot; height=&quot;600&quot; align=&quot;right&quot; /&gt;&lt;br /&gt;&lt;br /&gt;Применяются в тех случаях, когда необходимо работать с длинномерными материалами (кабель, провод, гофротрубка и т.д.), намотанными на катушки, боковины которых имеют серьезные повреждения – трещины, сломы, неровности, выщерблины по окружности. Они особенно часто применяются для размотки катушек из дерева. С помощью приспособлений UNIROLLER 600 поврежденную катушку можно разматывать на устройствах UNIROLLER 500 и UNIROLLER 510.&lt;br /&gt;&lt;br /&gt;Применение специальных накладок UNIROLLER 600 позволяет разматывать дефектные катушки, предотвращает их проскальзывание при размотке и снижает шум. Кроме того их использование способствует увеличению срока безотказной работы устройств для размотки.&lt;br /&gt;&lt;br /&gt;Легкая и прочная конструкция специальных накладок из пластика делает их эксплуатацию простой и удобной. А несложный механизм фиксации накладок UNIROLLER 600 на боковинах обеспечивает их установку на любой тип катушек весом до 140 кг при диаметре боковин до 510 мм.&lt;br /&gt;&lt;br /&gt;&lt;strong&gt;Безопасная и удобная работа с катушками, имеющими повреждения боковин&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;br /&gt;&lt;br /&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;ТЕХНИЧЕСКИЕ ДАННЫЕ&lt;/span&gt;:&lt;br /&gt;Максимальный вес катушки:&lt;em&gt;140 кг&lt;/em&gt;&lt;br /&gt;Максимальный диаметр катушки:&lt;em&gt;510 мм&lt;/em&gt;&lt;br /&gt;&lt;br /&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;AРТИКУЛЫ ДЛЯ ЗАКАЗА&lt;/span&gt;:&lt;br /&gt;• Боковые накладки UNIROLLER 600 (комплект из 2-х шт.):&lt;strong&gt;арт. 90501&lt;/strong&gt;&lt;/p&gt;";"&lt;p&gt;&lt;iframe src=&quot;http://www.youtube.com/embed/Zzs29zxM9Mw&quot; frameborder=&quot;0&quot; width=&quot;560&quot; height=&quot;315&quot;&gt;&lt;/iframe&gt;&lt;/p&gt;";"&lt;p&gt;&lt;iframe src=&quot;http://www.youtube.com/embed/n_jLsvGYkyk&quot; frameborder=&quot;0&quot; width=&quot;560&quot; height=&quot;315&quot;&gt;&lt;/iframe&gt;&lt;/p&gt;";;;;;;;Brady;;;;;;
3851;Риббоны серии R-6000;;;;;;;;;;Brady;;;;;;
3852;Риббоны серии R-7950;;;;;;;;;;Brady;;;;;;
3857;Риббоны серии R-4900;;;;;;;;;;Brady;;;;;;
